,cand_pcc,cand_name,cand_office,cand_office_st,cand_office_district,cand_election_yr,from_dates,through_dates,committee_total,actblue_total,percent
80,C00397505,"MOORE, GWEN S",H,WI,04,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 26), datetime.date(2017, 1, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 7, 25), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2017, 12, 31)]",244236.37,17904.67,0.07330877870482598
322,C00631564,"AHN, ROBERT LEE",H,CA,34,2017,"[datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 6, 27), datetime.date(2017, 1, 1), datetime.date(2017, 4, 1), datetime.date(2017, 5, 18), datetime.date(2017, 3, 16), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 3, 15), datetime.date(2017, 5, 17), datetime.date(2017, 6, 26), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31)]",1169307.62,85486.7,0.07310881973043158
1141,C00667915,"PALMER, SUSAN MORAN",H,OH,16,2018,"[datetime.date(2018, 4, 19), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 4, 18)]",124423.19,9067.44,0.07287580393976396
590,C00647008,"BROWN, CHRISTINE CAROL",H,WA,04,2018,"[datetime.date(2017, 6, 5), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 19)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 7, 18), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",408862.34,29254.17,0.07155017016240722
223,C00574640,"BROWN, ANTHONY",H,MD,04,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 6, 7), datetime.date(2017, 10, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 6), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",245394.96,17556.73,0.07154478641289129
283,C00615518,"ALBERTSON, ED",H,OH,12,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 19), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 4, 18), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30)]",25067.87,1750.0,0.0698104785129331
656,C00649012,"CLEGG, DAVID J",H,NY,19,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 6, 7)]","[datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 6), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",249265.5,17044.2,0.06837769366398479
746,C00650804,"SAAD, FAYROUZ",H,MI,11,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 7, 19)]","[datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 7, 18), datetime.date(2018, 9, 30)]",728357.44,49385.08,0.06780335764813497
1256,C00675405,"GIPSON, FRED ALLEN",H,OK,04,2018,"[datetime.date(2018, 6, 7), datetime.date(2018, 7, 1), datetime.date(2018, 4, 4)]","[datetime.date(2018, 6, 30), datetime.date(2018, 8, 8), datetime.date(2018, 6, 6)]",41713.91,2810.0,0.06736362043260868
81,C00398644,"MCNERNEY, GERALD MARK",H,CA,09,2018,"[datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 5, 17), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2018, 5, 16), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31)]",707379.05,46810.89,0.06617511502496433
1162,C00668830,"DUNKLEY, JONATHAN",H,AR,02,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 3), datetime.date(2018, 7, 1)]","[datetime.date(2018, 5, 2), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 7, 25)]",24466.05,1600.0,0.06539674365089583
653,C00648972,"EHR, PHILLIP CHARLES",H,FL,01,2018,"[datetime.date(2017, 3, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 8, 9), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 8, 8), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",82359.45,5277.34,0.06407692134903767
225,C00575092,"KRISHNAMOORTHI, S. RAJA",H,IL,08,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 3, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 2, 28), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30)]",4068514.14,254098.79,0.06245493594376447
48,C00326363,"THOMPSON, MIKE MR.",H,CA,05,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 5, 17), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 5, 16), datetime.date(2017, 12, 31)]",717162.5,43793.98,0.061065630174472314
286,C00616573,"REYNOLDS, STEVEN DOYLE",H,TN,04,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 7, 13), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30)]",37212.85,2237.0,0.060113643539798756
66,C00354688,"MCCOLLUM, BETTY",H,MN,04,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 7, 26), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 7, 25), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31)]",388424.5,23256.27,0.059873334457532935
199,C00543363,"BOYLE, BRENDAN F",H,PA,02,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 4, 26), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2018, 4, 25), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",306648.81,17484.42,0.05701773308691463
464,C00638536,"KLINE, DANNER",H,AL,06,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 17), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 5, 16), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30)]",249825.23,14142.93,0.05661129582468512
137,C00469163,"DEUTCH, THEODORE ELIOT",H,FL,22,2018,"[datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2018, 8, 9), datetime.date(2017, 10, 1)]","[datetime.date(2017, 3, 31), datetime.date(2018, 8, 8), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31)]",828362.48,45468.29,0.05488936437584667
933,C00658351,"PELLETIER, PAUL",H,VA,10,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 24)]","[datetime.date(2017, 12, 31), datetime.date(2018, 5, 23), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",475241.75,24992.64,0.052589319015006575
734,C00650499,"CURTIS, TOD",H,IN,09,2018,"[datetime.date(2017, 6, 27), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31)]",27130.0,1420.0,0.052340582381127904
118,C00442921,"CARSON, ANDRE",H,IN,07,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 19), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 4, 18), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30)]",378481.96,18828.69,0.04974791929316789
671,C00649285,"GOLDEN, IAN",H,NY,23,2018,"[datetime.date(2018, 6, 7), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 6), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31)]",113153.3,5242.2,0.04632829974910144
269,C00607879,"KAIMAN, JON",H,NY,03,2018,"[datetime.date(2017, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 3, 31), datetime.date(2017, 6, 30)]",45351.0,2063.04,0.045490507375802076
640,C00648618,"HERSCHEL, JUDITH L",H,PA,10,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 26), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 4, 25), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31)]",140911.7,6329.69,0.04491954890899762
452,C00637991,"MORO, ELIZABETH RHEIN",H,PA,06,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 5, 14), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31)]",54676.56,2130.05,0.0389572789509801
1234,C00673152,"PAINTER, RICHARD",S,MN,00,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 7, 25)]",233458.66,8552.81,0.03663522269852829
1190,C00670679,"WILD, WILLIAM R.",H,MI,13,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 7, 19), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 7, 18), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",549358.0,19850.0,0.03613308625704914
226,C00575126,"RASKIN, JAMIE",H,MD,08,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 6, 7), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2018, 6, 6)]",770946.87,27383.47,0.035519269959549876
1051,C00663591,"CHIN, DOUG",H,HI,01,2018,"[datetime.date(2018, 7, 23), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 7, 22), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31)]",566525.7,19950.0,0.03521464251312871
1007,C00661389,"MORIN, WILLIAM C III",H,SC,04,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 24), datetime.date(2017, 11, 23)]","[datetime.date(2018, 5, 23), datetime.date(2018, 3, 31), datetime.date(2018, 6, 22), datetime.date(2017, 12, 31)]",36156.86,1220.68,0.033760675014367955
1014,C00661751,"HANLON, KARL J",H,CO,03,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 6, 7)]","[datetime.date(2018, 6, 6), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",237053.52,7635.91,0.032211755387559736
43,C00308742,"SHERMAN, BRAD",H,CA,30,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 5, 16), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31)]",637245.12,20348.26,0.03193160584737
719,C00650226,"BJORKMAN, TIMOTHY W MR.",H,SD,00,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 5, 16)]",585153.16,18516.67,0.03164414253526376
882,C00656215,"GOMES, TIM",H,NY,02,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",214747.21,6672.21,0.0310700660558058
191,C00519355,"PAYNE, DONALD M., JR.",H,NJ,10,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 5, 16), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31)]",92422.06,2803.99,0.030338968856569525
1260,C00675678,"GLASSMAN, MARY",H,CT,05,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 25), datetime.date(2018, 7, 26), datetime.date(2018, 4, 1)]","[datetime.date(2018, 7, 25), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 4, 24)]",501203.54,14825.0,0.02957880145858507
73,C00376665,"COOPER, JAMES H.S.",H,TN,05,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 14), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 7, 13), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30)]",192188.37,5608.43,0.029181942695075673
26,C00259143,"ROYBAL-ALLARD, LUCILLE",H,CA,40,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 5, 17), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30)]",175862.73,4881.38,0.027756762333895305
532,C00640375,"KOHNE, STEVEN CHASE DR.",H,CO,04,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 6, 7), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 6, 6), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30)]",70583.04,1915.91,0.027144056135864937
229,C00576041,"CARBAJAL, SALUD",H,CA,24,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",1800104.46,46854.5,0.02602876724165219
31,C00269837,"HASTINGS, ALCEE L",H,FL,20,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 8, 9), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 8, 8), datetime.date(2017, 6, 30)]",377377.18,9819.02,0.026019114351323525
824,C00653659,"ANDERSON, JERAMEY DEWAYNE",H,MS,04,2018,"[datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 5, 16)]",160626.74,4110.27,0.025588952374928364
1215,C00671867,"KIRKLAND, THADDEUS",H,PA,05,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 4, 26), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 4, 25), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30)]",48050.11,1201.0,0.024994739866360347
841,C00654434,"BAXTER, RALPH",H,WV,01,2018,"[datetime.date(2018, 4, 19), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 4, 18), datetime.date(2018, 9, 30)]",379956.79,9186.79,0.024178512509277703
588,C00646901,"RUSSELL, KEN",H,FL,27,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",746660.84,17457.0,0.023380093162512716
96,C00413179,"WELCH, PETER",H,VT,00,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 26), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 7, 25), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31)]",173279.47,4050.81,0.023377322195179844
972,C00660126,"MACKENZIE, MARK S",H,NH,01,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 8, 22), datetime.date(2017, 12, 31)]",45667.02,1038.61,0.02274310870295456
129,C00458976,"SEWELL, TERRI A.",H,AL,07,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 5, 16), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31)]",307817.49,6808.72,0.022119340912044993
195,C00539866,"KELLY, ROBIN",H,IL,02,2018,"[datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 3, 1), datetime.date(2017, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2018, 2, 28), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2017, 6, 30)]",283884.82,6056.5,0.021334356659154934
234,C00578567,"GREEN, ALEXANDER",H,TX,09,2018,"[datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 2, 15), datetime.date(2018, 4, 1)]","[datetime.date(2018, 2, 14), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",341937.68,6848.43,0.02002829872390782
53,C00333740,"BRADY, ROBERT A",H,PA,01,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30)]",187576.64,3675.51,0.019594710727305915
267,C00607200,"SUOZZI, THOMAS",H,NY,03,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 6, 7), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 6), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31)]",1726333.68,31818.46,0.018431233989479948
126,C00454694,"FUDGE, MARCIA L",H,OH,11,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 19), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 4, 18), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31)]",147010.0,2509.01,0.01706693422216176
89,C00410233,"COURTNEY, JOSEPH D",H,CT,02,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 25), datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 4, 24), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31)]",428990.64,7231.0,0.01685584561938228
