,contributor_state,recipient_state,count,sum
915,FL,IL,16925,312291.9
916,GA,IL,6155,80079.1
917,GU,IL,19,84.4
918,HI,IL,2215,30302.88
919,IA,IL,3277,45004.32
920,ID,IL,1354,16722.46
921,IL,IL,154258,8972912.39
922,IN,IL,4337,82884.89
923,KS,IL,1905,20967.08
924,KY,IL,2278,29717.8
925,LA,IL,1986,24808.61
926,MA,IL,25614,822971.82
927,MB,IL,2,7.4
928,MD,IL,12308,398561.8
929,ME,IL,2457,48511.62
930,MI,IL,10195,128025.14
931,MN,IL,6614,74710.8
932,MO,IL,5621,177413.25
933,MP,IL,11,156.68
934,MS,IL,484,4604.63
935,MT,IL,1057,18497.07
936,NB,IL,3,1268.0
937,NC,IL,8386,93082.71
938,ND,IL,209,2448.25
939,NE,IL,1120,30185.24
940,NH,IL,2568,28153.45
941,NJ,IL,11381,194109.69
942,NL,IL,1,1.11
943,NM,IL,4711,62601.39
944,NS,IL,7,98.26
945,NV,IL,2513,30613.59
946,NY,IL,48734,1516741.79
947,OH,IL,8093,99438.35
948,OK,IL,1830,21606.27
949,ON,IL,153,2026.76
950,OR,IL,13727,163423.71
951,PA,IL,13941,191803.7
952,PR,IL,115,1211.64
953,QC,IL,30,44.31
954,RI,IL,1659,36277.49
955,SC,IL,2187,30147.16
956,SD,IL,376,7215.15
957,TN,IL,3734,52509.36
958,TX,IL,16893,243219.39
959,UT,IL,1997,43718.65
960,VA,IL,11064,252113.69
961,VI,IL,47,573.34
962,VT,IL,2390,29905.69
963,WA,IL,19399,246086.78
964,WI,IL,6318,85058.19
965,WV,IL,932,12250.59
966,WY,IL,423,11798.82
967,ZZ,IL,919,31736.22
968,,IL,2,5.56
969,AA,IN,9,207.64
970,AB,IN,5,26.0
971,AE,IN,45,1413.6
972,AK,IN,262,8961.16
973,AL,IN,478,8813.2
974,AP,IN,16,730.86
975,AR,IN,197,4631.4
976,AZ,IN,1347,32074.51
977,BC,IN,57,662.13
978,CA,IN,31098,1328771.43
979,CO,IN,2957,86692.79
980,CT,IN,2226,120599.41
981,DC,IN,2842,394944.07
982,DE,IN,303,6100.29
983,FL,IN,3593,153229.55
984,GA,IN,1390,27664.07
985,GU,IN,6,85.54
986,HI,IN,642,15775.76
987,IA,IN,423,6289.78
988,ID,IN,276,7108.72
989,IL,IN,8855,405002.75
990,IN,IN,61612,3367975.93
991,KS,IN,466,9512.63
992,KY,IN,1432,97494.26
993,LA,IN,439,9758.64
994,MA,IN,7425,357290.06
995,MD,IN,4244,296613.71
996,ME,IN,533,19055.37
997,MI,IN,2525,57573.36
998,MN,IN,1808,34762.52
999,MO,IN,1095,21317.82
1000,MS,IN,102,7167.46
1001,MT,IN,215,6251.04
1002,NC,IN,2001,42568.59
1003,ND,IN,70,1142.34
1004,NE,IN,228,5359.88
1005,NH,IN,569,14289.38
1006,NJ,IN,3439,128932.16
1007,NL,IN,2,22.63
1008,NM,IN,1203,27095.68
1009,NV,IN,611,12347.88
1010,NY,IN,15296,1076463.67
1011,OH,IN,2077,47508.52
1012,OK,IN,377,15863.83
1013,ON,IN,38,508.82
1014,OR,IN,4066,64562.64
1015,PA,IN,3829,106438.08
1016,PR,IN,28,3023.12
1017,QC,IN,15,47.59
1018,RI,IN,602,17961.72
1019,SC,IN,566,11716.75
1020,SD,IN,104,1624.91
1021,TN,IN,931,33739.84
1022,TX,IN,3809,197788.22
1023,UK,IN,1,2.78
1024,UT,IN,411,14676.46
1025,VA,IN,3790,196977.79
1026,VI,IN,19,859.25
1027,VT,IN,777,25463.0
1028,WA,IN,6956,181159.31
1029,WI,IN,1232,23665.99
1030,WV,IN,595,5476.57
1031,WY,IN,83,4994.2
1032,ZZ,IN,338,10182.81
1033,,IN,3,50.0
1034,AA,KS,11,266.01
1035,AB,KS,15,190.38
1036,AE,KS,78,1229.27
1037,AK,KS,463,6469.93
1038,AL,KS,689,7477.03
1039,AP,KS,29,260.77
1040,AR,KS,498,8399.56
1041,AS,KS,3,9.0
1042,AZ,KS,2689,35217.52
1043,BC,KS,56,453.15
1044,CA,KS,43237,1427765.35
1045,CO,KS,4515,98550.21
1046,CT,KS,2796,81129.32
1047,DC,KS,4055,237589.62
1048,DE,KS,458,4793.41
1049,FL,KS,5637,108486.84
1050,GA,KS,2225,37312.53
1051,GU,KS,6,103.08
1052,HI,KS,840,10586.48
1053,IA,KS,1104,38128.22
1054,ID,KS,494,7070.13
1055,IL,KS,7883,152437.81
1056,IN,KS,1368,14756.52
1057,KS,KS,35272,2328426.06
1058,KY,KS,772,8799.9
1059,LA,KS,678,8394.12
1060,MA,KS,11331,314744.59
1061,MD,KS,5288,178752.79
1062,ME,KS,970,21154.67
1063,MI,KS,3482,45815.22
1064,MN,KS,3162,45573.24
1065,MO,KS,4410,283769.02
1066,MP,KS,2,16.0
1067,MS,KS,180,3925.67
1068,MT,KS,379,8719.15
1069,NC,KS,3238,39998.61
1070,ND,KS,116,1551.5
1071,NE,KS,561,13132.39
1072,NH,KS,890,12941.37
1073,NJ,KS,4667,79988.57
1074,NM,KS,1731,27621.79
1075,NS,KS,15,270.55
1076,NV,KS,854,20859.49
1077,NY,KS,21702,703903.81
1078,OH,KS,2958,32502.7
1079,OK,KS,839,30121.71
1080,ON,KS,62,755.0
1081,OR,KS,6981,100195.4
1082,PA,KS,5711,101413.57
1083,PR,KS,43,694.1
1084,QC,KS,18,90.0
1085,RI,KS,720,13412.65
1086,SC,KS,767,12872.2
1087,SD,KS,217,11643.66
1088,TN,KS,1382,18751.11
1089,TX,KS,6511,157004.41
1090,UT,KS,754,20624.15
1091,VA,KS,4913,119261.6
1092,VI,KS,26,327.7
1093,VT,KS,1113,15184.06
1094,WA,KS,9405,163375.8
1095,WI,KS,2109,29731.96
1096,WV,KS,247,8267.14
1097,WY,KS,193,6709.94
1098,YT,KS,3,16.0
1099,ZZ,KS,551,14763.7
1100,,KS,10,134.78
1101,AA,KY,14,311.25
1102,AB,KY,5,136.18
1103,AE,KY,67,3326.58
1104,AK,KY,149,6168.7
1105,AL,KY,229,9625.72
1106,AP,KY,21,1047.88
1107,AR,KY,185,7648.69
1108,AZ,KY,746,35550.18
1109,BC,KY,13,326.57
1110,CA,KY,18472,1390335.75
1111,CO,KY,1613,75755.63
1112,CT,KY,1279,85517.06
1113,DC,KY,2274,208748.48
1114,DE,KY,173,5830.53
1115,FL,KY,2276,144402.06
1116,GA,KY,1030,45031.43
1117,HI,KY,288,14337.03
1118,IA,KY,214,4040.25
1119,ID,KY,215,6669.53
1120,IL,KY,2925,142151.84
1121,IN,KY,648,30455.25
1122,KS,KY,274,8085.97
1123,KY,KY,15047,1534205.12
1124,LA,KY,296,19568.22
1125,MA,KY,5809,477136.25
1126,MD,KY,2922,188882.44
1127,ME,KY,386,19340.09
1128,MI,KY,1115,35838.99
1129,MN,KY,1151,28084.58
1130,MO,KY,576,23733.06
1131,MP,KY,2,58.34
1132,MS,KY,179,6737.33
1133,MT,KY,138,9308.35
1134,NC,KY,1460,48097.36
1135,ND,KY,22,687.5
1136,NE,KY,122,6721.14
1137,NH,KY,325,10694.65
1138,NJ,KY,1898,100793.27
1139,NM,KY,441,15044.0
1140,NS,KY,2,35.0
1141,NV,KY,357,12594.28
1142,NY,KY,9744,814732.75
1143,OH,KY,1387,59946.59
1144,OK,KY,294,15863.61
1145,ON,KY,24,831.49
1146,OR,KY,2250,66066.72
1147,PA,KY,2291,72814.23
1148,PE,KY,1,1.0
1149,PR,KY,14,327.87
1150,QC,KY,20,591.5
1151,RI,KY,302,17156.84
1152,SC,KY,411,18557.91
1153,SD,KY,52,5089.98
1154,TN,KY,837,53286.51
1155,TX,KY,2576,124234.12
1156,UT,KY,264,11837.08
1157,VA,KY,2772,178794.21
1158,VI,KY,5,627.0
1159,VT,KY,488,14052.11
1160,WA,KY,3633,154396.91
1161,WI,KY,601,17307.25
1162,WV,KY,174,7284.66
1163,WY,KY,71,4262.11
1164,ZZ,KY,242,15609.78
1165,,KY,6,2054.92
1166,AK,LA,1,200.0
1167,AL,LA,5,55.0
1168,AP,LA,1,100.0
1169,AR,LA,7,454.0
1170,AZ,LA,4,72.0
1171,CA,LA,128,22466.0
1172,CO,LA,16,959.0
1173,CT,LA,3,126.0
1174,DC,LA,44,18116.25
1175,DE,LA,3,310.0
1176,FL,LA,19,2805.0
1177,GA,LA,13,2870.0
1178,HI,LA,1,25.0
1179,IA,LA,5,201.0
1180,ID,LA,2,7.0
1181,IL,LA,17,476.0
1182,IN,LA,6,175.0
1183,KS,LA,7,72.0
1184,KY,LA,3,45.0
1185,LA,LA,3456,317187.8
1186,MA,LA,34,883.97
1187,MD,LA,36,7386.0
1188,ME,LA,2,16.0
1189,MI,LA,7,4336.0
1190,MN,LA,4,211.0
1191,MO,LA,2,1010.0
1192,MS,LA,3,177.0
1193,MT,LA,2,11.0
1194,NC,LA,13,485.0
1195,NE,LA,1,100.0
1196,NH,LA,2,110.0
1197,NJ,LA,12,327.0
1198,NM,LA,6,128.0
1199,NV,LA,8,3735.0
1200,NY,LA,121,5193.2
1201,OH,LA,8,766.0
1202,OR,LA,15,427.03
1203,PA,LA,16,913.0
1204,RI,LA,3,115.0
1205,SC,LA,5,1200.0
1206,TN,LA,8,247.0
1207,TX,LA,63,24096.18
1208,UT,LA,5,2804.0
1209,VA,LA,21,4655.0
1210,VT,LA,3,76.42
1211,WA,LA,29,2499.4
1212,WI,LA,3,530.0
1213,WY,LA,1,25.0
1214,ZZ,LA,4,92.0
1215,AA,MA,51,825.83
1216,AB,MA,27,311.83
1217,AE,MA,165,3769.6
1218,AK,MA,2163,36397.89
1219,AL,MA,2230,42345.33
1220,AP,MA,75,3686.37
1221,AR,MA,2088,33101.19
1222,AS,MA,5,71.25
1223,AZ,MA,13425,188525.47
1224,BC,MA,109,1385.83
1225,BW,MA,10,78.0
1226,CA,MA,155806,3463040.03
1227,CO,MA,18085,297964.42
1228,CT,MA,12268,283735.87
1229,DC,MA,4608,446787.45
1230,DE,MA,1864,37872.86
1231,FL,MA,29532,550658.73
1232,GA,MA,9057,151375.43
1233,GU,MA,27,385.0
1234,HI,MA,4113,61661.13
1235,IA,MA,4114,53520.42
1236,ID,MA,2820,37862.12
1237,IL,MA,22550,473648.74
1238,IN,MA,6445,96306.81
1239,KS,MA,3800,46452.13
1240,KY,MA,3815,85646.75
1241,LA,MA,2715,47976.47
1242,MA,MA,137619,7941708.17
1243,MB,MA,9,34.5
1244,MD,MA,14739,430222.18
1245,ME,MA,6055,102772.43
1246,MI,MA,16254,239718.05
1247,MN,MA,11142,170452.66
1248,MO,MA,7388,108428.66
1249,MP,MA,28,744.25
1250,MS,MA,779,10985.81
1251,MT,MA,2293,39432.97
1252,NB,MA,2,101.0
1253,NC,MA,13750,220082.67
1254,ND,MA,433,5633.24
1255,NE,MA,2204,30000.34
1256,NH,MA,5740,165545.89
1257,NJ,MA,16861,336172.45
1258,NM,MA,7811,123136.92
1259,NS,MA,11,166.5
1260,NT,MA,1,5.0
1261,NV,MA,4266,69296.99
1262,NY,MA,58331,1873803.86
1263,OH,MA,12830,173033.74
1264,OK,MA,3442,54095.4
1265,ON,MA,95,1657.27
1266,OR,MA,24666,350916.87
1267,PA,MA,21361,370590.43
1268,PE,MA,1,15.0
1269,PG,MA,2,5.0
1270,PR,MA,123,5443.43
1271,QC,MA,100,1252.0
1272,RI,MA,3150,80295.85
1273,SC,MA,3743,60398.68
1274,SD,MA,763,11489.89
1275,SK,MA,1,100.0
1276,TN,MA,6405,138776.76
1277,TX,MA,25437,483548.53
1278,UT,MA,3633,55370.12
1279,VA,MA,14320,367552.59
1280,VI,MA,95,4231.78
1281,VT,MA,4565,84126.18
1282,WA,MA,33958,565515.39
1283,WI,MA,9655,151743.41
1284,WV,MA,1739,20201.87
1285,WY,MA,918,14894.14
1286,YT,MA,14,835.0
1287,ZZ,MA,1186,46789.8
1288,,MA,16,1182.5
1289,AA,MD,21,94.0
1290,AE,MD,20,630.0
1291,AK,MD,45,294.93
1292,AL,MD,60,7530.88
1293,AP,MD,2,50.0
1294,AR,MD,57,1874.2
1295,AZ,MD,225,3935.85
1296,BC,MD,19,87.18
1297,CA,MD,3177,284021.1
1298,CO,MD,364,31706.5
1299,CT,MD,269,26631.97
1300,DC,MD,1149,276565.11
1301,DE,MD,77,4669.63
1302,FL,MD,606,110328.4
1303,GA,MD,165,8400.55
1304,GU,MD,2,51.0
1305,HI,MD,56,1312.29
1306,IA,MD,45,551.56
1307,ID,MD,33,304.1
1308,IL,MD,632,47804.81
1309,IN,MD,92,7540.47
1310,KS,MD,65,4423.19
1311,KY,MD,48,253.57
1312,LA,MD,52,2150.03
1313,MA,MD,916,80337.24
1314,MD,MD,32936,2374880.69
1315,ME,MD,92,1231.94
1316,MI,MD,337,32404.94
1317,MN,MD,168,6055.35
1318,MO,MD,155,16485.53
1319,MS,MD,23,395.2
1320,MT,MD,20,191.24
1321,NC,MD,366,42201.68
1322,ND,MD,21,1200.5
1323,NE,MD,34,596.47
1324,NH,MD,102,8682.44
1325,NJ,MD,474,55344.74
1326,NM,MD,142,4715.81
1327,NV,MD,154,5135.17
1328,NY,MD,1838,253813.01
1329,OH,MD,196,15278.11
1330,OK,MD,94,11974.75
1331,ON,MD,5,77.0
1332,OR,MD,528,8316.35
1333,PA,MD,568,33026.94
1334,PR,MD,4,131.0
1335,QC,MD,2,2.0
1336,RI,MD,37,8416.64
1337,SC,MD,71,5392.19
1338,SD,MD,6,116.0
1339,TN,MD,86,6225.62
1340,TX,MD,673,62176.83
1341,UT,MD,59,848.35
1342,VA,MD,1054,203169.85
1343,VI,MD,1,27.0
1344,VT,MD,74,2221.09
1345,WA,MD,611,31480.52
1346,WI,MD,147,4651.27
1347,WV,MD,36,3023.82
1348,WY,MD,12,4038.94
1349,ZZ,MD,97,5712.03
1350,,MD,1,100.0
1351,AA,ME,8,87.92
1352,AB,ME,6,41.56
1353,AE,ME,26,217.91
1354,AK,ME,120,3140.26
1355,AL,ME,185,2657.24
1356,AP,ME,13,1139.98
1357,AR,ME,99,915.02
1358,AS,ME,1,2.0
1359,AZ,ME,675,22479.43
1360,BC,ME,19,2878.78
1361,CA,ME,20950,1097560.93
1362,CO,ME,1440,24575.17
1363,CT,ME,1264,63280.2
1364,DC,ME,2454,128930.65
1365,DE,ME,155,1585.87
1366,FL,ME,1448,83244.0
1367,GA,ME,837,16303.43
1368,GU,ME,1,25.0
1369,HI,ME,193,1824.47
1370,IA,ME,248,2110.37
1371,ID,ME,169,7308.25
1372,IL,ME,3419,73423.28
1373,IN,ME,493,7142.67
1374,KS,ME,180,1533.06
1375,KY,ME,248,2050.95
1376,LA,ME,205,3245.19
1377,MA,ME,9668,588835.89
1378,MB,ME,1,2.5
1379,MD,ME,2391,104639.63
1380,ME,ME,16283,1526397.92
1381,MI,ME,1076,12692.2
1382,MN,ME,1217,20223.52
1383,MO,ME,426,3273.11
1384,MS,ME,44,370.23
1385,MT,ME,93,10240.85
1386,NC,ME,1239,19647.24
1387,ND,ME,19,197.78
1388,NE,ME,156,12992.05
1389,NH,ME,414,19981.9
1390,NJ,ME,1958,40324.81
1391,NM,ME,433,6295.98
1392,NS,ME,2,28.64
1393,NV,ME,217,12340.27
1394,NY,ME,11595,574090.44
1395,OH,ME,878,13220.98
1396,OK,ME,134,3439.89
1397,ON,ME,33,434.91
1398,OR,ME,2242,31148.12
1399,PA,ME,2573,65066.25
1400,PR,ME,9,27.08
1401,QC,ME,11,312.89
1402,RI,ME,407,18852.79
1403,SC,ME,244,2517.07
1404,SD,ME,34,1910.8
1405,TN,ME,458,3839.04
1406,TX,ME,2107,42276.6
1407,UT,ME,288,4270.56
1408,VA,ME,2017,72246.93
1409,VI,ME,7,182.32
1410,VT,ME,441,16489.21
1411,WA,ME,3709,95055.34
1412,WI,ME,634,6015.33
1413,WV,ME,59,3127.76
1414,WY,ME,47,7339.98
1415,ZZ,ME,353,16619.2
1416,,ME,1,2.14
1417,AA,MI,17,378.6
1418,AB,MI,14,1223.5
1419,AE,MI,73,2311.95
1420,AK,MI,406,6868.43
1421,AL,MI,596,13039.61
1422,AP,MI,64,3481.14
1423,AR,MI,372,15964.43
1424,AS,MI,1,2.0
1425,AZ,MI,2364,56042.27
1426,BC,MI,52,633.31
1427,CA,MI,41213,2431315.95
1428,CO,MI,3480,124727.11
1429,CT,MI,2562,155375.07
1430,DC,MI,5332,716723.61
1431,DE,MI,467,5551.52
1432,FL,MI,5742,348392.44
1433,GA,MI,2031,78719.8
1434,GU,MI,11,1036.05
1435,HI,MI,738,8082.21
1436,IA,MI,724,8821.45
1437,ID,MI,429,7885.58
1438,IL,MI,8792,629223.48
1439,IN,MI,1507,40421.79
1440,KS,MI,615,4716.25
1441,KY,MI,850,40924.9
1442,LA,MI,747,21107.77
1443,MA,MI,11218,682049.01
1444,MB,MI,3,11.11
1445,MD,MI,5604,484545.51
1446,ME,MI,785,18087.5
1447,MI,MI,117884,7331536.47
1448,MN,MI,2922,40642.01
1449,MO,MI,1486,25059.98
1450,MS,MI,164,7034.21
1451,MT,MI,299,7115.16
1452,NC,MI,2895,62594.03
1453,ND,MI,78,681.91
1454,NE,MI,353,6022.81
1455,NH,MI,726,11194.92
1456,NJ,MI,4287,148815.89
1457,NM,MI,1467,28780.65
1458,NS,MI,3,33.42
1459,NV,MI,730,18359.69
1460,NY,MI,21249,1799578.85
1461,OH,MI,3115,102014.71
1462,OK,MI,485,11987.49
1463,ON,MI,71,1896.71
1464,OR,MI,5200,74752.55
1465,PA,MI,5104,158938.47
1466,PR,MI,31,361.71
1467,QC,MI,24,61.27
1468,RI,MI,609,21404.33
1469,SC,MI,707,22752.67
1470,SD,MI,212,6529.12
1471,TN,MI,1210,39575.91
1472,TX,MI,5711,176213.97
1473,UT,MI,651,23989.42
1474,VA,MI,5305,307968.18
1475,VI,MI,10,220.5
1476,VT,MI,940,18890.73
1477,WA,MI,8177,209157.69
1478,WI,MI,1943,35526.85
1479,WV,MI,383,1906.57
1480,WY,MI,151,5400.57
1481,YT,MI,1,15.0
1482,ZZ,MI,578,58207.06
1483,,MI,5,104.78
1484,AA,MN,31,537.12
1485,AB,MN,21,389.38
1486,AE,MN,98,1859.46
1487,AK,MN,951,14285.04
1488,AL,MN,1210,14273.87
1489,AP,MN,45,1239.22
1490,AR,MN,801,13918.23
1491,AS,MN,11,75.17
1492,AZ,MN,5312,85763.45
1493,BC,MN,68,1152.35
1494,CA,MN,77202,2659303.83
1495,CO,MN,7733,196538.24
1496,CT,MN,5125,190237.23
1497,DC,MN,5808,532877.91
1498,DE,MN,804,16663.62
1499,FL,MN,11114,315120.35
1500,GA,MN,4140,94438.05
1501,GU,MN,18,422.0
1502,HI,MN,1908,26038.38
1503,IA,MN,2133,40137.08
1504,ID,MN,933,8661.0
1505,IL,MN,16149,516332.21
1506,IN,MN,2719,45369.28
1507,KS,MN,1357,15443.49
1508,KY,MN,1490,22713.72
1509,LA,MN,1249,27962.13
1510,MA,MN,20420,840136.96
1511,MB,MN,1,5.0
1512,MD,MN,9447,403506.77
1513,ME,MN,1833,35312.11
1514,MI,MN,7337,88379.19
1515,MN,MN,141664,8521733.15
1516,MO,MN,3296,33803.58
1517,MP,MN,9,144.66
1518,MS,MN,355,4112.78
1519,MT,MN,833,17939.34
1520,NC,MN,5799,78232.98
1521,ND,MN,497,16046.96
1522,NE,MN,846,32107.14
1523,NH,MN,1648,23873.52
1524,NJ,MN,8711,202131.13
1525,NM,MN,3512,92635.92
1526,NS,MN,10,101.84
1527,NT,MN,2,22.0
1528,NV,MN,1759,37821.97
1529,NY,MN,38912,1492211.67
1530,OH,MN,5757,64058.72
1531,OK,MN,1152,29697.78
1532,ON,MN,84,950.55
1533,OR,MN,11498,134525.23
1534,PA,MN,10709,193305.72
1535,PR,MN,52,719.0
1536,QC,MN,24,96.72
1537,RI,MN,1257,26976.74
1538,SC,MN,1563,30610.06
1539,SD,MN,553,12609.09
1540,TN,MN,2686,49041.0
1541,TX,MN,12753,302078.59
1542,UT,MN,1225,16825.96
1543,VA,MN,8765,237336.86
1544,VI,MN,38,2724.92
1545,VT,MN,2217,45567.13
1546,WA,MN,17239,332701.11
1547,WI,MN,5841,96622.0
1548,WV,MN,822,8271.89
1549,WY,MN,283,9162.19
1550,YT,MN,2,30.0
1551,ZZ,MN,722,32048.99
1552,,MN,4,40.54
1553,AA,MO,46,2798.94
1554,AB,MO,20,201.0
1555,AE,MO,178,5472.28
1556,AK,MO,1120,31452.33
1557,AL,MO,1886,49947.76
1558,AP,MO,49,3997.78
1559,AR,MO,1960,56519.81
1560,AS,MO,9,85.0
1561,AZ,MO,6888,172768.52
1562,BC,MO,43,800.59
1563,CA,MO,93763,3718712.47
1564,CO,MO,11268,378906.07
1565,CT,MO,8171,301136.66
1566,DC,MO,5892,529611.14
1567,DE,MO,1483,33696.73
1568,FL,MO,17263,469129.1
1569,GA,MO,6124,167274.48
1570,GU,MO,16,168.51
1571,HE,MO,1,5.0
1572,HI,MO,2016,59283.52
1573,IA,MO,3232,61038.4
1574,ID,MO,1349,33899.93
1575,IL,MO,24869,1021780.65
1576,IN,MO,3591,87682.18
1577,KS,MO,6138,311080.24
1578,KY,MO,2422,62584.82
1579,LA,MO,1902,59338.73
1580,MA,MO,23608,1159166.62
1581,MB,MO,45,369.71
1582,MD,MO,12685,614920.75
1583,ME,MO,2486,76300.37
1584,MI,MO,9480,201276.92
1585,MN,MO,6813,149816.07
1586,MO,MO,101325,6404387.92
1587,MP,MO,19,275.0
1588,MS,MO,497,19929.11
1589,MT,MO,954,23196.93
1590,NB,MO,8,69.5
1591,NC,MO,7970,214748.15
1592,ND,MO,251,4955.99
1593,NE,MO,1293,28751.78
1594,NH,MO,2676,69945.02
1595,NJ,MO,12711,410379.4
1596,NL,MO,3,20.39
1597,NM,MO,4264,124896.59
1598,NS,MO,3,41.0
1599,NV,MO,2635,81960.34
1600,NY,MO,50140,2676327.22
1601,OH,MO,7175,150899.95
1602,OK,MO,2293,77070.33
1603,ON,MO,63,1372.34
1604,OR,MO,11879,294453.26
1605,PA,MO,13117,395338.33
1606,PR,MO,54,1442.95
1607,QC,MO,45,875.42
1608,RI,MO,1843,62165.4
1609,SC,MO,2584,63072.74
1610,SD,MO,625,21552.42
1611,SK,MO,3,85.0
1612,TN,MO,4081,110558.54
1613,TX,MO,16610,633871.94
1614,UK,MO,2,27.78
1615,UT,MO,1646,49397.15
1616,VA,MO,11569,436673.57
1617,VI,MO,88,1478.16
1618,VT,MO,2483,92198.56
1619,WA,MO,20346,624953.97
1620,WI,MO,4828,101074.35
1621,WV,MO,1417,17291.3
1622,WY,MO,454,20665.92
1623,ZZ,MO,647,35652.32
1624,,MO,3,300.0
1625,CA,MP,22,2120.0
1626,DC,MP,4,5002.0
1627,FL,MP,1,1.0
1628,GA,MP,1,2.03
1629,HI,MP,1,100.0
1630,IL,MP,3,3.0
1631,IN,MP,2,2.0
1632,KS,MP,1,1.0
1633,KY,MP,1,1.0
1634,MA,MP,3,4.02
1635,MD,MP,4,4.0
1636,MN,MP,2,2.0
1637,MO,MP,1,1.0
1638,NJ,MP,2,2.0
1639,NY,MP,15,18.03
1640,OK,MP,1,1.0
1641,OR,MP,2,3.03
1642,PA,MP,4,4.0
1643,SC,MP,1,1.0
1644,TX,MP,5,5.0
1645,VA,MP,3,4.23
1646,WA,MP,5,12.06
1647,WI,MP,4,4.0
1648,ZZ,MP,3,13.0
1649,AA,MS,7,442.0
1650,AB,MS,10,130.0
1651,AE,MS,71,1986.5
1652,AK,MS,393,11303.89
1653,AL,MS,948,32593.31
1654,AP,MS,29,517.0
1655,AR,MS,505,24141.11
1656,AZ,MS,2285,50318.86
1657,BC,MS,33,1217.5
1658,CA,MS,33909,1341437.45
1659,CO,MS,3330,98805.26
1660,CT,MS,2294,68867.61
1661,DC,MS,2741,242410.69
1662,DE,MS,410,7227.41
1663,FL,MS,5957,196252.9
1664,GA,MS,2838,98447.54
1665,GU,MS,10,217.05
1666,HI,MS,823,17807.71
1667,IA,MS,673,14157.04
1668,ID,MS,366,8533.95
1669,IL,MS,6071,238713.17
1670,IN,MS,1021,23423.09
1671,KS,MS,560,11679.47
1672,KY,MS,670,20010.87
1673,LA,MS,1167,56824.01
1674,MA,MS,8323,356070.72
1675,MB,MS,7,52.5
1676,MD,MS,5130,254862.91
1677,ME,MS,887,22831.23
1678,MI,MS,2793,62400.42
1679,MN,MS,2207,49735.65
1680,MO,MS,1162,24360.45
1681,MP,MS,3,40.0
1682,MS,MS,7125,596590.42
1683,MT,MS,323,5757.96
1684,NC,MS,3162,87036.27
1685,ND,MS,73,1103.26
1686,NE,MS,251,5775.88
1687,NH,MS,726,20144.03
1688,NJ,MS,4472,125061.76
1689,NM,MS,1366,33331.15
1690,NT,MS,3,22.5
1691,NV,MS,964,29213.57
1692,NY,MS,16742,712663.04
1693,OH,MS,2562,54696.95
1694,OK,MS,558,15120.56
1695,ON,MS,33,664.0
1696,OR,MS,3807,93471.32
1697,PA,MS,4306,129001.15
1698,PE,MS,2,100.0
1699,PR,MS,21,249.67
1700,QC,MS,4,62.0
1701,RI,MS,569,18171.32
1702,SC,MS,939,27480.38
1703,SD,MS,196,4355.09
1704,TN,MS,1961,100691.07
1705,TX,MS,6671,217771.01
1706,UT,MS,398,10551.11
1707,VA,MS,4748,185507.53
1708,VI,MS,22,894.0
1709,VT,MS,843,17103.83
1710,WA,MS,6062,205088.35
1711,WI,MS,1515,32782.93
1712,WV,MS,273,7333.9
1713,WY,MS,96,3210.43
1714,ZZ,MS,308,10206.89
1715,,MS,1,20.0
1716,AA,MT,45,1411.03
1717,AB,MT,53,786.36
1718,AE,MT,157,3899.17
1719,AK,MT,1807,54136.27
1720,AL,MT,1576,24900.22
1721,AP,MT,66,1155.28
1722,AR,MT,1189,27461.61
1723,AS,MT,29,241.0
1724,AZ,MT,8968,158926.1
1725,BC,MT,91,1617.16
1726,CA,MT,108800,3327665.76
1727,CO,MT,14581,309286.01
1728,CT,MT,7403,206820.62
1729,DC,MT,5722,421602.68
1730,DE,MT,1281,21511.6
1731,FL,MT,16672,323160.97
1732,GA,MT,6015,108737.22
1733,GU,MT,10,79.48
1734,HI,MT,2609,58703.5
1735,IA,MT,2416,41494.62
1736,ID,MT,3627,92237.93
1737,IL,MT,17914,450395.92
1738,IN,MT,3536,54456.97
1739,KS,MT,1927,29907.03
1740,KY,MT,1923,35493.08
1741,LA,MT,1769,40971.77
1742,MA,MT,23540,710358.58
1743,MB,MT,24,245.7
1744,MD,MT,11386,389853.46
1745,ME,MT,2621,59607.42
1746,MI,MT,9069,138447.14
1747,MN,MT,8263,154169.37
1748,MO,MT,4520,68514.39
1749,MP,MT,11,335.0
1750,MS,MT,479,14992.86
1751,MT,MT,80582,4373389.63
1752,NC,MT,7779,141051.47
1753,ND,MT,508,10961.38
1754,NE,MT,1380,31203.4
1755,NH,MT,2656,58715.66
1756,NJ,MT,12255,216307.68
1757,NL,MT,3,62.5
1758,NM,MT,5892,116429.47
1759,NS,MT,22,380.97
1760,NT,MT,1,7.5
1761,NV,MT,3059,55059.39
1762,NY,MT,48794,1547234.19
1763,OH,MT,7012,113087.62
1764,OK,MT,1593,32687.38
1765,ON,MT,125,2151.86
1766,OR,MT,19391,370821.33
1767,PA,MT,14827,292103.52
1768,PR,MT,88,1604.09
1769,QC,MT,45,596.35
1770,RI,MT,1764,46523.71
1771,SC,MT,2198,30539.52
1772,SD,MT,764,15463.15
1773,SK,MT,8,193.5
1774,TN,MT,4176,108895.1
1775,TX,MT,17622,473736.61
1776,UT,MT,2798,70292.41
1777,VA,MT,10179,298371.87
1778,VI,MT,92,1919.2
1779,VT,MT,2759,75018.28
